CustomerID,recency,frequency,monetary,cluster,segment_name
13650.0,17,6,1836.34,1,High-value loyal customers
13651.0,35,2,94.2,0,Occasional low-value customers
13652.0,46,3,1095.08,0,Occasional low-value customers
13654.0,43,6,2707.33,1,High-value loyal customers
13655.0,114,2,932.97,0,Occasional low-value customers
13656.0,165,2,379.65,0,Occasional low-value customers
13657.0,11,2,382.14,0,Occasional low-value customers
13658.0,10,5,2639.17,1,High-value loyal customers
13659.0,206,2,1563.0,0,Occasional low-value customers
13662.0,86,3,881.26,0,Occasional low-value customers
13663.0,179,1,189.47,0,Occasional low-value customers
13666.0,60,3,84.65,0,Occasional low-value customers
13667.0,149,1,299.05,0,Occasional low-value customers
13668.0,3,21,6309.83,1,High-value loyal customers
13669.0,51,2,218.55,0,Occasional low-value customers
13670.0,75,1,349.7,0,Occasional low-value customers
13672.0,301,2,186.39000000000001,0,Occasional low-value customers
13673.0,19,2,387.44,0,Occasional low-value customers
13675.0,151,2,486.82000000000005,0,Occasional low-value customers
13678.0,152,1,232.6,0,Occasional low-value customers
13680.0,1,4,3719.12,1,High-value loyal customers
13681.0,18,4,827.83,1,High-value loyal customers
13682.0,187,1,59.5,0,Occasional low-value customers
13684.0,286,1,65.13,0,Occasional low-value customers
13685.0,3,7,3119.44,1,High-value loyal customers
13686.0,183,1,72.0,0,Occasional low-value customers
13689.0,63,1,910.0,0,Occasional low-value customers
13690.0,59,1,172.25,0,Occasional low-value customers
13692.0,25,3,1488.32,1,High-value loyal customers
13694.0,4,50,65039.62,1,High-value loyal customers
13695.0,31,15,2504.13,1,High-value loyal customers
13697.0,39,1,151.29999999999998,0,Occasional low-value customers
13699.0,155,1,308.58000000000004,0,Occasional low-value customers
13700.0,26,10,2248.63,1,High-value loyal customers
13703.0,318,1,99.5,0,Occasional low-value customers
13704.0,5,9,2308.06,1,High-value loyal customers
13705.0,8,3,711.86,1,High-value loyal customers
13706.0,303,1,330.79,0,Occasional low-value customers
13707.0,267,2,806.41,0,Occasional low-value customers
13708.0,271,1,285.33,0,Occasional low-value customers
13709.0,4,13,6307.650000000001,1,High-value loyal customers
13710.0,32,1,180.48,0,Occasional low-value customers
13711.0,219,2,252.06,0,Occasional low-value customers
13712.0,247,1,228.84,0,Occasional low-value customers
13715.0,281,5,1077.39,0,Occasional low-value customers
13716.0,269,1,138.28,0,Occasional low-value customers
13717.0,32,6,1445.01,1,High-value loyal customers
13718.0,246,2,306.55,0,Occasional low-value customers
13719.0,15,5,1041.68,1,High-value loyal customers
13720.0,117,4,799.9,0,Occasional low-value customers
13721.0,36,1,524.14,0,Occasional low-value customers
13722.0,132,3,2375.41,0,Occasional low-value customers
13723.0,217,1,199.85000000000002,0,Occasional low-value customers
13725.0,50,8,1980.56,1,High-value loyal customers
13726.0,39,2,1079.6599999999999,0,Occasional low-value customers
13727.0,29,2,333.48,0,Occasional low-value customers
13728.0,37,6,1016.14,1,High-value loyal customers
13730.0,136,2,752.6,0,Occasional low-value customers
13731.0,219,2,610.59,0,Occasional low-value customers
13732.0,28,1,491.86,0,Occasional low-value customers
13735.0,25,4,2883.54,1,High-value loyal customers
13736.0,5,2,729.8,1,High-value loyal customers
13737.0,200,1,339.59999999999997,0,Occasional low-value customers
13739.0,18,1,216.9,0,Occasional low-value customers
13740.0,241,1,350.75,0,Occasional low-value customers
13741.0,72,3,668.4300000000001,0,Occasional low-value customers
13742.0,17,12,3107.87,1,High-value loyal customers
13743.0,3,7,1341.6,1,High-value loyal customers
13744.0,95,2,1080.52,0,Occasional low-value customers
13745.0,162,1,300.04,0,Occasional low-value customers
13747.0,374,1,79.6,0,Occasional low-value customers
13748.0,96,5,948.25,0,Occasional low-value customers
13750.0,54,5,1647.26,1,High-value loyal customers
13751.0,288,1,296.25,0,Occasional low-value customers
13752.0,124,6,1175.38,1,High-value loyal customers
13753.0,288,1,741.26,0,Occasional low-value customers
13754.0,152,2,282.59999999999997,0,Occasional low-value customers
13755.0,4,9,2108.06,1,High-value loyal customers
13756.0,2,14,5189.52,1,High-value loyal customers
13758.0,12,7,3190.55,1,High-value loyal customers
13759.0,33,2,659.4100000000001,0,Occasional low-value customers
13760.0,54,2,286.79,0,Occasional low-value customers
13761.0,50,2,1070.65,0,Occasional low-value customers
13762.0,219,1,306.72,0,Occasional low-value customers
13763.0,63,1,1714.96,0,Occasional low-value customers
13764.0,71,3,1519.42,0,Occasional low-value customers
13767.0,2,37,17220.36,1,High-value loyal customers
13769.0,2,10,2796.51,1,High-value loyal customers
13771.0,64,4,2634.45,1,High-value loyal customers
13772.0,34,3,1122.63,1,High-value loyal customers
13774.0,82,1,345.0,0,Occasional low-value customers
13777.0,1,33,25977.16,1,High-value loyal customers
13778.0,103,1,178.7,0,Occasional low-value customers
13780.0,7,2,360.01,0,Occasional low-value customers
13781.0,251,1,127.84,0,Occasional low-value customers
13782.0,13,6,908.86,1,High-value loyal customers
13784.0,10,11,2462.79,1,High-value loyal customers
13786.0,367,1,230.39999999999998,0,Occasional low-value customers
13787.0,76,2,309.04,0,Occasional low-value customers
13790.0,4,1,348.8,0,Occasional low-value customers
13791.0,128,2,1516.0,0,Occasional low-value customers
13792.0,66,2,195.55,0,Occasional low-value customers
13798.0,1,57,37153.85,1,High-value loyal customers
13799.0,117,2,688.86,0,Occasional low-value customers
13800.0,310,1,558.32,0,Occasional low-value customers
13801.0,67,1,324.8,0,Occasional low-value customers
13802.0,139,3,4599.42,1,High-value loyal customers
13803.0,255,1,277.07,0,Occasional low-value customers
13804.0,31,7,2588.39,1,High-value loyal customers
13805.0,52,2,924.6,0,Occasional low-value customers
13806.0,64,1,256.38,0,Occasional low-value customers
13807.0,367,1,112.6,0,Occasional low-value customers
13808.0,6,5,1747.66,1,High-value loyal customers
13809.0,305,1,155.05,0,Occasional low-value customers
13810.0,29,3,1499.01,1,High-value loyal customers
13811.0,184,3,814.5,0,Occasional low-value customers
13812.0,42,3,539.0,0,Occasional low-value customers
13813.0,40,4,1366.8600000000001,1,High-value loyal customers
13814.0,92,2,1579.12,0,Occasional low-value customers
13815.0,22,4,4027.36,1,High-value loyal customers
13816.0,24,2,571.6700000000001,0,Occasional low-value customers
13817.0,29,2,382.98,0,Occasional low-value customers
13819.0,302,3,1140.35,0,Occasional low-value customers
13821.0,145,2,385.64,0,Occasional low-value customers
13822.0,6,2,632.0,1,High-value loyal customers
13823.0,19,2,957.66,0,Occasional low-value customers
13824.0,33,5,1698.94,1,High-value loyal customers
13826.0,176,1,189.5,0,Occasional low-value customers
13827.0,58,3,409.8,0,Occasional low-value customers
13828.0,22,1,209.49,0,Occasional low-value customers
13831.0,16,6,2198.45,1,High-value loyal customers
13832.0,19,1,52.199999999999996,0,Occasional low-value customers
13833.0,159,1,383.85,0,Occasional low-value customers
13835.0,25,4,834.57,1,High-value loyal customers
13837.0,212,2,266.59000000000003,0,Occasional low-value customers
13838.0,6,4,674.82,1,High-value loyal customers
13841.0,253,1,85.0,0,Occasional low-value customers
13842.0,59,9,3385.62,1,High-value loyal customers
13844.0,11,1,361.62,0,Occasional low-value customers
13845.0,65,1,312.98,0,Occasional low-value customers
13846.0,25,3,865.0600000000001,1,High-value loyal customers
13848.0,92,3,1255.0,0,Occasional low-value customers
13849.0,52,2,1537.95,0,Occasional low-value customers
13850.0,129,1,1595.48,0,Occasional low-value customers
13851.0,96,3,2651.46,1,High-value loyal customers
13853.0,57,1,1090.14,0,Occasional low-value customers
13854.0,9,25,8109.5199999999995,1,High-value loyal customers
13856.0,169,3,388.5,0,Occasional low-value customers
13858.0,57,1,216.17,0,Occasional low-value customers
13859.0,326,1,201.16,0,Occasional low-value customers
13860.0,1,5,1245.9,1,High-value loyal customers
13862.0,18,8,2209.36,1,High-value loyal customers
13863.0,248,1,305.78,0,Occasional low-value customers
13865.0,58,4,501.56,0,Occasional low-value customers
13866.0,74,1,145.67000000000002,0,Occasional low-value customers
13867.0,31,3,1005.09,1,High-value loyal customers
13868.0,7,2,3192.54,1,High-value loyal customers
13869.0,123,4,3083.65,1,High-value loyal customers
13870.0,2,8,2770.94,1,High-value loyal customers
13871.0,23,13,6403.25,1,High-value loyal customers
13873.0,120,3,389.6,0,Occasional low-value customers
13874.0,358,1,540.45,0,Occasional low-value customers
13875.0,54,5,1786.79,1,High-value loyal customers
13876.0,64,1,122.7,0,Occasional low-value customers
13877.0,86,1,117.24,0,Occasional low-value customers
13878.0,55,1,1271.57,0,Occasional low-value customers
13880.0,21,13,3219.77,1,High-value loyal customers
13881.0,4,20,17159.52,1,High-value loyal customers
13882.0,3,5,1191.13,1,High-value loyal customers
13883.0,11,5,2674.48,1,High-value loyal customers
13884.0,7,5,787.6,1,High-value loyal customers
13885.0,189,2,506.8,0,Occasional low-value customers
13886.0,71,1,243.56,0,Occasional low-value customers
13887.0,204,1,349.55,0,Occasional low-value customers
13888.0,120,2,595.67,0,Occasional low-value customers
13889.0,93,1,416.90000000000003,0,Occasional low-value customers
13890.0,1,10,1883.8100000000002,1,High-value loyal customers
13892.0,27,4,632.97,1,High-value loyal customers
13893.0,298,1,821.1,0,Occasional low-value customers
13894.0,24,3,564.62,0,Occasional low-value customers
13895.0,28,4,2593.07,1,High-value loyal customers
13897.0,50,1,311.16,0,Occasional low-value customers
13898.0,326,1,155.93,0,Occasional low-value customers
13899.0,16,2,388.52,0,Occasional low-value customers
13900.0,183,3,740.95,0,Occasional low-value customers
13901.0,72,5,2867.2,1,High-value loyal customers
13904.0,37,2,332.64,0,Occasional low-value customers
13908.0,80,4,2369.55,1,High-value loyal customers
13911.0,57,9,2580.91,1,High-value loyal customers
13914.0,12,2,626.45,0,Occasional low-value customers
13917.0,50,2,272.04,0,Occasional low-value customers
13918.0,50,2,1212.8400000000001,0,Occasional low-value customers
13919.0,59,2,384.81,0,Occasional low-value customers
13922.0,352,1,172.25,0,Occasional low-value customers
13923.0,54,1,351.13,0,Occasional low-value customers
13924.0,2,6,1838.8500000000001,1,High-value loyal customers
13925.0,93,4,678.25,0,Occasional low-value customers
13926.0,23,1,223.85000000000002,0,Occasional low-value customers
13927.0,75,1,348.99,0,Occasional low-value customers
13928.0,11,4,464.57,1,High-value loyal customers
13929.0,169,2,842.65,0,Occasional low-value customers
13930.0,58,2,337.34,0,Occasional low-value customers
13931.0,96,2,1237.53,0,Occasional low-value customers
13932.0,295,1,307.4,0,Occasional low-value customers
13933.0,109,2,608.7900000000001,0,Occasional low-value customers
13934.0,264,1,922.1,0,Occasional low-value customers
13936.0,180,1,376.58,0,Occasional low-value customers
13937.0,169,1,158.85,0,Occasional low-value customers
13938.0,35,1,71.66,0,Occasional low-value customers
13939.0,23,3,568.55,0,Occasional low-value customers
13940.0,17,4,839.14,1,High-value loyal customers
13941.0,22,5,5112.96,1,High-value loyal customers
13946.0,79,3,561.5699999999999,0,Occasional low-value customers
13947.0,65,1,90.6,0,Occasional low-value customers
13948.0,361,1,102.0,0,Occasional low-value customers
13949.0,3,6,2427.32,1,High-value loyal customers
13950.0,11,4,745.06,1,High-value loyal customers
13951.0,176,3,674.45,0,Occasional low-value customers
13952.0,218,2,3251.071,0,Occasional low-value customers
13953.0,7,7,3515.68,1,High-value loyal customers
13954.0,2,2,439.92,1,High-value loyal customers
13955.0,154,2,322.96,0,Occasional low-value customers
13956.0,5,5,1019.27,1,High-value loyal customers
13959.0,79,3,594.04,0,Occasional low-value customers
13960.0,21,2,230.22,0,Occasional low-value customers
13962.0,22,2,169.55,0,Occasional low-value customers
13963.0,308,4,664.54,0,Occasional low-value customers
13967.0,146,1,80.7,0,Occasional low-value customers
13969.0,7,18,9024.17,1,High-value loyal customers
13971.0,19,8,2758.26,1,High-value loyal customers
13972.0,71,2,190.25,0,Occasional low-value customers
13973.0,287,1,264.7,0,Occasional low-value customers
13974.0,49,1,413.59000000000003,0,Occasional low-value customers
13975.0,31,6,2461.2400000000002,1,High-value loyal customers
13976.0,207,1,357.98,0,Occasional low-value customers
13978.0,15,2,196.79000000000002,0,Occasional low-value customers
13979.0,73,1,869.87,0,Occasional low-value customers
13980.0,60,1,200.14,0,Occasional low-value customers
13982.0,39,4,1871.81,1,High-value loyal customers
13983.0,30,12,2603.43,1,High-value loyal customers
13984.0,27,5,920.51,1,High-value loyal customers
13985.0,4,15,7060.13,1,High-value loyal customers
13986.0,17,1,320.46,0,Occasional low-value customers
13988.0,20,6,4147.96,1,High-value loyal customers
13989.0,66,2,1266.08,0,Occasional low-value customers
13990.0,213,1,311.3,0,Occasional low-value customers
13991.0,12,6,852.88,1,High-value loyal customers
13992.0,30,1,76.8,0,Occasional low-value customers
13993.0,43,9,3466.36,1,High-value loyal customers
13994.0,4,6,2274.14,1,High-value loyal customers
13995.0,15,5,1393.69,1,High-value loyal customers
13999.0,10,12,3901.81,1,High-value loyal customers
14000.0,211,1,635.66,0,Occasional low-value customers
14001.0,46,3,2043.0800000000002,1,High-value loyal customers
14002.0,134,2,529.73,0,Occasional low-value customers
14004.0,43,7,4582.64,1,High-value loyal customers
14005.0,10,5,2874.72,1,High-value loyal customers
14006.0,116,3,962.19,0,Occasional low-value customers
14009.0,198,2,695.61,0,Occasional low-value customers
14012.0,278,1,328.8,0,Occasional low-value customers
14013.0,110,3,473.02,0,Occasional low-value customers
14014.0,77,1,505.18,0,Occasional low-value customers
14015.0,53,1,917.34,0,Occasional low-value customers
14016.0,162,4,4341.21,1,High-value loyal customers
14019.0,47,3,1421.61,1,High-value loyal customers
14020.0,17,2,642.8,0,Occasional low-value customers
14021.0,155,3,631.9,0,Occasional low-value customers
14022.0,225,1,440.0,0,Occasional low-value customers
14023.0,7,2,584.07,1,High-value loyal customers
14024.0,122,2,327.7,0,Occasional low-value customers
14027.0,61,1,104.82,0,Occasional low-value customers
14029.0,63,2,467.66,0,Occasional low-value customers
14030.0,18,8,2358.84,1,High-value loyal customers
14031.0,7,19,17286.86,1,High-value loyal customers
14032.0,2,11,2975.59,1,High-value loyal customers
14034.0,22,3,648.89,0,Occasional low-value customers
14035.0,29,5,1428.02,1,High-value loyal customers
14036.0,285,1,626.65,0,Occasional low-value customers
14037.0,176,2,147.20000000000002,0,Occasional low-value customers
14038.0,78,3,1560.38,0,Occasional low-value customers
14039.0,33,1,152.2,0,Occasional low-value customers
14040.0,41,12,3560.32,1,High-value loyal customers
14041.0,266,1,141.41,0,Occasional low-value customers
14044.0,27,4,646.42,1,High-value loyal customers
14045.0,109,4,1659.75,0,Occasional low-value customers
14046.0,284,1,154.99,0,Occasional low-value customers
14047.0,9,5,1308.6100000000001,1,High-value loyal customers
14048.0,305,1,409.93,0,Occasional low-value customers
14049.0,17,4,5578.72,1,High-value loyal customers
14050.0,32,2,746.36,0,Occasional low-value customers
14051.0,1,23,15610.390000000001,1,High-value loyal customers
14052.0,20,1,225.36,0,Occasional low-value customers
14053.0,124,2,260.25,0,Occasional low-value customers
14054.0,65,1,92.46,0,Occasional low-value customers
14055.0,106,1,725.6400000000001,0,Occasional low-value customers
14056.0,1,23,8152.71,1,High-value loyal customers
14057.0,24,17,6211.66,1,High-value loyal customers
14059.0,267,1,183.6,0,Occasional low-value customers
14060.0,5,19,6140.42,1,High-value loyal customers
14062.0,10,12,10464.85,1,High-value loyal customers
14064.0,29,5,1334.34,1,High-value loyal customers
14066.0,267,1,152.55,0,Occasional low-value customers
14067.0,64,2,374.7,0,Occasional low-value customers
14068.0,320,1,265.85,0,Occasional low-value customers
14071.0,4,8,1437.57,1,High-value loyal customers
14073.0,32,1,151.04,0,Occasional low-value customers
14075.0,5,3,942.26,1,High-value loyal customers
14076.0,129,1,118.67,0,Occasional low-value customers
14077.0,41,5,499.41999999999996,0,Occasional low-value customers
14078.0,102,6,1049.37,1,High-value loyal customers
14079.0,125,1,375.1,0,Occasional low-value customers
14080.0,33,1,45.599999999999994,0,Occasional low-value customers
14081.0,302,2,921.62,0,Occasional low-value customers
14082.0,365,1,182.25,0,Occasional low-value customers
14083.0,4,9,1002.9,1,High-value loyal customers
14085.0,2,18,4421.29,1,High-value loyal customers
14087.0,3,1,191.47,0,Occasional low-value customers
14088.0,10,13,50491.81,1,High-value loyal customers
14089.0,57,1,158.75,0,Occasional low-value customers
14090.0,325,1,76.32000000000001,0,Occasional low-value customers
14092.0,8,14,4076.91,1,High-value loyal customers
14093.0,12,1,433.86,0,Occasional low-value customers
14096.0,4,17,65164.79,1,High-value loyal customers
14098.0,37,1,147.35,0,Occasional low-value customers
14099.0,16,11,3104.17,1,High-value loyal customers
14100.0,138,1,191.95000000000002,0,Occasional low-value customers
14101.0,74,6,5976.79,1,High-value loyal customers
14102.0,5,5,1105.8799999999999,1,High-value loyal customers
14104.0,155,2,216.20999999999998,0,Occasional low-value customers
14105.0,239,1,1266.23,0,Occasional low-value customers
14107.0,52,7,2703.23,1,High-value loyal customers
14108.0,31,2,597.91,0,Occasional low-value customers
14109.0,73,1,144.2,0,Occasional low-value customers
14110.0,4,12,5683.15,1,High-value loyal customers
14111.0,14,4,692.85,1,High-value loyal customers
14112.0,23,7,2915.15,1,High-value loyal customers
14113.0,4,4,1840.42,1,High-value loyal customers
14114.0,274,2,386.53,0,Occasional low-value customers
14116.0,20,5,1382.74,1,High-value loyal customers
14117.0,144,1,90.0,0,Occasional low-value customers
14121.0,4,4,2780.15,1,High-value loyal customers
14124.0,84,1,419.58000000000004,0,Occasional low-value customers
14125.0,11,3,2720.63,1,High-value loyal customers
14126.0,8,3,706.1300000000001,1,High-value loyal customers
14127.0,123,3,709.71,0,Occasional low-value customers
14128.0,61,2,637.5,0,Occasional low-value customers
14129.0,2,5,1123.8600000000001,1,High-value loyal customers
14130.0,319,1,480.91,0,Occasional low-value customers
14132.0,2,11,3586.0299999999997,1,High-value loyal customers
14133.0,130,3,605.64,0,Occasional low-value customers
14135.0,2,15,4690.31,1,High-value loyal customers
14138.0,2,2,965.8800000000001,1,High-value loyal customers
14139.0,46,1,415.82,0,Occasional low-value customers
14140.0,4,2,935.05,1,High-value loyal customers
14141.0,3,4,915.13,1,High-value loyal customers
14142.0,373,1,311.81,0,Occasional low-value customers
14143.0,134,1,115.8,0,Occasional low-value customers
14145.0,47,4,3742.2,1,High-value loyal customers
14146.0,9,5,4191.0,1,High-value loyal customers
14147.0,78,2,483.4,0,Occasional low-value customers
14148.0,234,1,157.2,0,Occasional low-value customers
14149.0,221,1,446.62,0,Occasional low-value customers
14150.0,36,2,658.64,0,Occasional low-value customers
14152.0,75,2,621.29,0,Occasional low-value customers
14154.0,239,2,1345.62,0,Occasional low-value customers
14155.0,266,1,118.75,0,Occasional low-value customers
14156.0,10,55,117210.08,1,High-value loyal customers
14157.0,20,2,424.89000000000004,0,Occasional low-value customers
14158.0,40,1,507.66,0,Occasional low-value customers
14159.0,20,11,4630.35,1,High-value loyal customers
14161.0,216,3,1097.6200000000001,0,Occasional low-value customers
14162.0,174,2,289.36,0,Occasional low-value customers
14163.0,87,4,2445.91,1,High-value loyal customers
14164.0,71,2,1631.77,0,Occasional low-value customers
14165.0,276,1,120.44,0,Occasional low-value customers
14167.0,39,4,562.59,0,Occasional low-value customers
14171.0,98,1,363.79,0,Occasional low-value customers
14173.0,11,4,450.84,1,High-value loyal customers
14174.0,33,1,134.46,0,Occasional low-value customers
14175.0,60,3,3222.3,1,High-value loyal customers
14176.0,297,4,576.9000000000001,0,Occasional low-value customers
14177.0,86,4,549.46,0,Occasional low-value customers
14178.0,9,7,1600.26,1,High-value loyal customers
14179.0,41,2,701.57,0,Occasional low-value customers
14180.0,11,25,4748.52,1,High-value loyal customers
14184.0,67,1,452.89,0,Occasional low-value customers
14185.0,331,1,197.65,0,Occasional low-value customers
14188.0,31,6,2054.36,1,High-value loyal customers
14189.0,2,15,4654.08,1,High-value loyal customers
14191.0,2,13,4684.76,1,High-value loyal customers
14193.0,68,2,853.39,0,Occasional low-value customers
14194.0,5,21,11349.52,1,High-value loyal customers
14195.0,202,2,1012.0,0,Occasional low-value customers
14196.0,107,1,335.52,0,Occasional low-value customers
14198.0,18,4,701.4,1,High-value loyal customers
14199.0,218,1,185.39999999999998,0,Occasional low-value customers
14201.0,60,7,747.44,1,High-value loyal customers
14204.0,2,1,150.61,0,Occasional low-value customers
14205.0,17,2,466.7,0,Occasional low-value customers
14206.0,239,1,328.15999999999997,0,Occasional low-value customers
14208.0,95,1,151.74,0,Occasional low-value customers
14209.0,11,6,2073.43,1,High-value loyal customers
14210.0,106,6,1905.8400000000001,1,High-value loyal customers
14211.0,53,9,2241.1,1,High-value loyal customers
14212.0,90,1,1070.48,0,Occasional low-value customers
14214.0,31,5,1004.38,1,High-value loyal customers
14215.0,12,6,1789.72,1,High-value loyal customers
14216.0,3,4,1839.3,1,High-value loyal customers
14217.0,2,17,2004.98,1,High-value loyal customers
14218.0,43,1,169.48000000000002,0,Occasional low-value customers
14219.0,4,1,89.94,0,Occasional low-value customers
14220.0,247,2,632.4,0,Occasional low-value customers
14221.0,42,9,3432.8,1,High-value loyal customers
14222.0,177,1,683.17,0,Occasional low-value customers
14223.0,92,3,991.13,0,Occasional low-value customers
14224.0,110,4,1009.73,0,Occasional low-value customers
14226.0,29,5,2214.79,1,High-value loyal customers
14227.0,26,10,3350.96,1,High-value loyal customers
14229.0,52,3,1547.2,1,High-value loyal customers
14231.0,184,3,925.71,0,Occasional low-value customers
14232.0,43,5,2048.07,1,High-value loyal customers
14233.0,49,4,1462.72,1,High-value loyal customers
14234.0,22,4,754.12,1,High-value loyal customers
14235.0,75,5,3144.86,1,High-value loyal customers
14236.0,81,2,490.86,0,Occasional low-value customers
14237.0,373,1,161.0,0,Occasional low-value customers
14238.0,326,1,146.85,0,Occasional low-value customers
14239.0,43,11,2380.85,1,High-value loyal customers
14240.0,30,2,890.34,0,Occasional low-value customers
14241.0,184,1,213.70000000000002,0,Occasional low-value customers
14242.0,235,2,280.55,0,Occasional low-value customers
14243.0,9,10,2588.77,1,High-value loyal customers
14245.0,220,2,1693.45,0,Occasional low-value customers
14246.0,111,3,1474.06,0,Occasional low-value customers
14247.0,278,1,136.76999999999998,0,Occasional low-value customers
14248.0,318,1,302.58,0,Occasional low-value customers
14250.0,7,3,1904.05,1,High-value loyal customers
14251.0,2,5,2879.7000000000003,1,High-value loyal customers
14256.0,260,2,969.0600000000001,0,Occasional low-value customers
14257.0,64,5,3099.7200000000003,1,High-value loyal customers
14258.0,9,9,12669.98,1,High-value loyal customers
14259.0,142,1,120.0,0,Occasional low-value customers
14261.0,51,2,1163.45,0,Occasional low-value customers
14262.0,8,8,2618.23,1,High-value loyal customers
14264.0,155,2,333.97,0,Occasional low-value customers
14265.0,109,2,530.18,0,Occasional low-value customers
14267.0,163,3,1516.24,0,Occasional low-value customers
14270.0,332,1,492.65000000000003,0,Occasional low-value customers
14271.0,226,1,112.32,0,Occasional low-value customers
14272.0,74,2,437.96,0,Occasional low-value customers
14273.0,51,4,559.97,0,Occasional low-value customers
14276.0,99,3,1119.74,0,Occasional low-value customers
14277.0,15,3,4188.0,1,High-value loyal customers
14280.0,197,1,134.04,0,Occasional low-value customers
14282.0,3,15,3701.44,1,High-value loyal customers
14284.0,31,2,595.25,0,Occasional low-value customers
14285.0,21,4,1910.01,1,High-value loyal customers
14286.0,24,3,4628.75,1,High-value loyal customers
14287.0,8,3,176.63,0,Occasional low-value customers
14288.0,213,1,426.6,0,Occasional low-value customers
14289.0,9,6,911.26,1,High-value loyal customers
14290.0,11,5,2314.65,1,High-value loyal customers
14291.0,2,11,3883.25,1,High-value loyal customers
14292.0,8,9,4871.93,1,High-value loyal customers
14293.0,3,4,1046.56,1,High-value loyal customers
14295.0,40,1,166.20000000000002,0,Occasional low-value customers
14297.0,18,4,1305.33,1,High-value loyal customers
14298.0,8,44,51527.3,1,High-value loyal customers
14299.0,8,9,3965.62,1,High-value loyal customers
14300.0,19,1,43.2,0,Occasional low-value customers
14301.0,117,1,640.14,0,Occasional low-value customers
14304.0,223,1,383.45,0,Occasional low-value customers
14305.0,71,3,1858.96,1,High-value loyal customers
14306.0,51,2,2093.32,0,Occasional low-value customers
14307.0,89,6,2995.72,1,High-value loyal customers
14309.0,8,9,2352.53,1,High-value loyal customers
14311.0,243,1,310.26,0,Occasional low-value customers
14312.0,47,6,1611.59,1,High-value loyal customers
14314.0,107,1,120.0,0,Occasional low-value customers
14315.0,45,6,2481.13,1,High-value loyal customers
14317.0,65,1,508.58000000000004,0,Occasional low-value customers
14320.0,207,2,477.79,0,Occasional low-value customers
14321.0,11,5,1530.75,1,High-value loyal customers
14323.0,115,2,605.0600000000001,0,Occasional low-value customers
14326.0,242,1,183.85,0,Occasional low-value customers
14327.0,163,1,311.65,0,Occasional low-value customers
14329.0,17,7,4975.24,1,High-value loyal customers
14331.0,124,2,462.65999999999997,0,Occasional low-value customers
14332.0,23,3,840.21,1,High-value loyal customers
14333.0,68,1,415.2,0,Occasional low-value customers
14334.0,17,8,2552.21,1,High-value loyal customers
14335.0,16,2,454.86,0,Occasional low-value customers
14336.0,17,4,1614.91,1,High-value loyal customers
14338.0,161,2,588.22,0,Occasional low-value customers
14339.0,243,1,309.52,0,Occasional low-value customers
14340.0,219,1,134.7,0,Occasional low-value customers
14341.0,45,8,2166.98,1,High-value loyal customers
14342.0,21,4,668.5600000000001,1,High-value loyal customers
14344.0,127,8,889.9300000000001,1,High-value loyal customers
14345.0,39,1,108.97999999999999,0,Occasional low-value customers
14346.0,121,2,1021.58,0,Occasional low-value customers
14348.0,260,1,409.57,0,Occasional low-value customers
14349.0,10,1,133.5,0,Occasional low-value customers
14350.0,274,1,282.93,0,Occasional low-value customers
14351.0,165,1,51.0,0,Occasional low-value customers
14352.0,157,4,1078.96,0,Occasional low-value customers
14353.0,215,1,90.6,0,Occasional low-value customers
14354.0,6,2,163.62,0,Occasional low-value customers
14355.0,366,1,174.4,0,Occasional low-value customers
14356.0,80,2,701.23,0,Occasional low-value customers
14357.0,43,1,225.12,0,Occasional low-value customers
14359.0,19,3,912.18,1,High-value loyal customers
14360.0,32,4,2118.03,1,High-value loyal customers
14362.0,22,1,151.5,0,Occasional low-value customers
14364.0,109,8,3717.35,1,High-value loyal customers
14367.0,8,16,9227.82,1,High-value loyal customers
14368.0,320,1,155.0,0,Occasional low-value customers
14371.0,295,1,100.5,0,Occasional low-value customers
14373.0,358,1,76.55,0,Occasional low-value customers
14375.0,185,1,235.56,0,Occasional low-value customers
14377.0,191,2,617.05,0,Occasional low-value customers
14379.0,44,2,348.1,0,Occasional low-value customers
14381.0,52,1,202.68,0,Occasional low-value customers
14382.0,26,1,615.49,0,Occasional low-value customers
14383.0,38,3,1247.69,1,High-value loyal customers
14385.0,9,3,202.11,0,Occasional low-value customers
14386.0,297,1,142.4,0,Occasional low-value customers
14387.0,33,3,1727.6,1,High-value loyal customers
14388.0,10,8,3212.84,1,High-value loyal customers
14389.0,65,2,1043.46,0,Occasional low-value customers
14390.0,10,9,4642.57,1,High-value loyal customers
14393.0,218,1,67.95,0,Occasional low-value customers
14395.0,2,9,3479.91,1,High-value loyal customers
14396.0,65,2,487.99,0,Occasional low-value customers
14397.0,3,19,2612.96,1,High-value loyal customers
14400.0,149,1,574.7,0,Occasional low-value customers
14401.0,4,13,4051.48,1,High-value loyal customers
14403.0,130,4,1475.81,0,Occasional low-value customers
14404.0,34,6,1449.32,1,High-value loyal customers
14406.0,119,1,156.75,0,Occasional low-value customers
14407.0,107,6,2157.73,1,High-value loyal customers
14408.0,11,7,2599.03,1,High-value loyal customers
14409.0,71,6,2059.4500000000003,1,High-value loyal customers
14410.0,92,9,1100.27,1,High-value loyal customers
14411.0,311,1,1063.0,0,Occasional low-value customers
14412.0,43,2,770.03,0,Occasional low-value customers
14413.0,362,1,121.05,0,Occasional low-value customers
14414.0,92,7,1496.98,1,High-value loyal customers
